geo,urban_ghg_emissions_tonnesCO2e_2000,urban_population_2000,urban_ghg_percapita_tonnesCO2e_2000,urban_ghg_emissions_tonnesCO2e_2005,urban_population_2005,urban_ghg_percapita_tonnesCO2e_2005,urban_ghg_emissions_tonnesCO2e_2010,urban_population_2010,urban_ghg_percapita_tonnesCO2e_2010,urban_ghg_emissions_tonnesCO2e_2015,urban_population_2015,urban_ghg_percapita_tonnesCO2e_2015,urban_ghg_emissions_tonnesCO2e_2020,urban_population_2020,urban_ghg_percapita_tonnesCO2e_2020,urban_ghg_emissions_tonnesCO2e_2024,urban_population_2024,urban_ghg_percapita_tonnesCO2e_2024
KHM,2327894.636485702,1627615.5974621193,1.4302484199067038,2688931.272497513,1916152.6110686949,1.4032970322743847,3091894.0482606506,2235845.089773865,1.3828748970141609,3116911.3368740603,2558776.995917299,1.2181254333016525,3608258.949936273,2822504.6125593157,1.2783890357098378,3713049.402082366,3067389.973544356,1.2104914712855872
KOR,118858329.54009053,35551985.61318545,3.34322619370122,125161568.34211704,36643661.55114072,3.415640332979245,135967540.87152752,37420655.98376408,3.6334889727887334,142429742.204646,38660478.88417563,3.68411738073283,152896573.1978538,39318363.72577187,3.8886809803235844,150315507.8959145,38842984.24170568,3.8698238776031237
KWT,17388460.6660715,1736253.6889696878,10.014930868996458,24312949.290518817,2013306.357518507,12.076129993691398,28343318.616802827,2628694.9158302913,10.78227771740122,32536644.90732413,3442520.8120085965,9.451401076160838,30305067.685597867,3870206.9824441457,7.830348046775358,38790478.14830627,3887843.913096358,9.977375382185224
LAO,412002.1133698994,425057.0678941499,0.9692865840605159,448163.7294495669,458774.2050463105,0.9768721181791977,677862.3827968718,419576.4364980664,1.6155873491241581,803044.84436954,383454.6756923763,2.094236673264031,592433.2359674791,345491.96697669534,1.714752563284462,778206.5952314354,320559.8889789555,2.4276480682289105
LBN,3639295.453852453,2191267.5460319435,1.6608174845845138,3376590.110613228,2380572.6028502015,1.4183940899641199,3912618.366537692,2501733.9774635974,1.5639625962567494,5027916.885924328,2861826.0057872618,1.7568911861716048,4350848.044709769,2634569.8786052484,1.6514453004424103,1849932.6076765112,2340441.6702505667,0.7904203002326728
LBR,1592238.3696747287,933576.419840657,1.7055254779747888,2445084.6780227795,1332505.1868385295,1.8349532160725992,2327737.4473664295,1230982.5344613937,1.8909589553071213,2858047.689384554,1473807.586387852,1.9392271527040579,3221054.236904573,1741394.5291313299,1.8496981488229154,3649695.2316899165,2019454.9204163929,1.8072674932191024
LBY,10159870.66970227,2767487.7050439776,3.671152956229961,12233101.329029994,3101346.292353362,3.944448692876305,15042517.745824082,3381708.60670063,4.448200449920001,11912106.996757872,3301083.940968482,3.608544105444063,9521264.997771218,3509241.693556473,2.7131972742868573,11789534.206207817,3641728.692010076,3.2373455584634745
LKA,8987224.62542859,3797897.6671617758,2.3663682945267124,8708109.250600364,3951214.4712399375,2.2039070047917844,8287247.288989752,4099943.620533888,2.0213076217644668,7278941.80865028,4200115.484256593,1.733033731080523,8030564.6606865525,4253787.4615730345,1.8878622247188814,7489555.6664871685,4274035.816089615,1.752338068458089
LSO,367455.919701361,257205.51360955246,1.4286471333548967,410869.9652861688,265453.53276275797,1.547803719204494,439802.2099093473,277104.8108637126,1.5871330726396284,450087.1627243806,291294.17785083514,1.5451292780553258,435697.6138622909,302895.71995567955,1.4384409721142422,458326.35199686454,314142.2428109561,1.4589771432703347
LTU,4294794.491299933,1303918.8738219193,3.293758973448595,4659693.715166309,1215128.3151823045,3.8347338770286328,3127111.613126616,1125621.9210819858,2.7781189709958123,2401706.949738874,1076649.001750139,2.2307241690047515,2462229.0173022253,1043818.9363745879,2.3588660173708735,1716216.9242063258,968103.8234283631,1.7727612293985748
LVA,3085858.577668928,711942.5375403081,4.3344208485284055,6729440.032686842,664486.3383584231,10.127281246009591,4723990.711212974,619978.2317376629,7.619607381976404,4487580.515820361,591162.2365010198,7.591114991345729,4530189.581547793,569421.219119676,7.955779358822378,4506703.930817712,537978.3529608446,8.377110168121803
MAC,1381167.882554711,1352370.867080051,1.0212937265772641,1985536.2094320685,1518899.8616439768,1.3072199554242037,2207569.6080768,1648635.1442037928,1.3390285994072657,2617749.750403382,1791592.4465206836,1.4611301557377718,2414417.287982757,1963572.0141152227,1.229604654490191,2523298.7963783625,2052297.2677946833,1.2294996616595404
MAR,4295347.666691662,10386985.069865929,0.4135317070160287,4853332.455183866,11184538.439170014,0.43393229694546287,4908132.013741372,12075949.142775498,0.4064386124611736,4632207.191999516,13010463.463218689,0.35603706240711763,4442705.210867808,13901614.821461068,0.3195819527389896,4918166.071375772,14757185.33283294,0.3332726370545372
MDA,1239094.941762906,958775.3717250226,1.2923725184278922,1432585.7056899783,895376.8519228436,1.5999807261193604,1658065.0483275799,811116.356716831,2.044176565541049,1637765.7134875904,716551.7813823457,2.285620880500879,1614480.189796098,630957.3404243777,2.55877867861908,1483906.3240712932,650859.3293698296,2.2799186507905334
MDG,1932509.1301636097,1318235.4666917417,1.4659817452897517,2318715.6225954466,1515233.84222973,1.5302691624042397,3016821.5430483203,1945936.223867229,1.550318816231748,3875787.849623782,2479176.54955034,1.5633367661237163,4605875.7200168315,3184517.214524959,1.4463340625099743,5211608.68328764,3878188.9920495404,1.3438253509490303
MEX,125678698.82132404,59990084.94489323,2.0949911795719616,135468370.90591177,63678849.21859952,2.1273683894768585,141061502.30147937,67459628.5024197,2.091050683690315,138546216.12239665,71232931.48556073,1.9449742307808946,137136232.16913053,70482870.30844088,1.9456675298410397,139196536.64794716,72194371.12305605,1.9280801880064198
MKD,780348.7639513701,483309.6272197378,1.6145938752355595,845713.5120888805,486289.80707807315,1.7391142067534686,779358.9505911297,495601.1673536342,1.5725526934342777,838111.2230701807,504973.82665491215,1.6597122045355577,1076874.4322003648,514008.8718409559,2.095050282582613,980667.7498231496,499298.36236457457,1.96409166090373
MLI,1448793.556408392,1977918.0740267336,0.7324841081303604,1679175.5374978827,2557978.268233585,0.656446365612574,1982609.6664627371,3286606.9809954683,0.6032390480294763,2152909.3869642313,3960944.872041337,0.5435342971220638,2694273.670164287,4798774.559501637,0.5614503529509611,2963749.0709360894,5758922.400683279,0.5146360490261944
MLT,683698.0907181164,295546.42217017314,2.3133357044141403,829469.4750325355,298607.5673379096,2.7777912074609055,826488.7415271515,300827.62498000334,2.7473831287339054,574536.581136568,321384.179058252,1.7876940390162492,517875.954879446,361501.39258341736,1.4325697369476795,615469.771422467,374920.3837935754,1.641601251964294
MMR,6594263.506762715,7033122.2902650675,0.9376011442158768,6596874.857104888,7800235.586933041,0.8457276429132444,6392337.478184529,8474360.977918398,0.7543149855005011,9851914.647821251,9187171.622599423,1.072355568452279,10672818.755923998,9578687.688406065,1.1142255706741808,10494802.926229527,10210453.699335136,1.0278488336823766
MNE,94694.53492253559,133297.71265946803,0.7103987985483974,125482.49718040555,138383.4866608524,0.9067736346890556,117633.9125635828,146632.2745637078,0.802237521811571,112180.83551678322,155486.23152643035,0.7214840466290042,137051.09522333785,164021.33203841074,0.8355687246293246,143688.87130937225,165788.37472518554,0.8667005243736425
MNG,2159014.2344117523,680441.6158788195,3.172960301117522,2753100.40779622,839573.4374527509,3.2791656869815604,3749622.066777269,1034363.1040853251,3.625053960227066,4300443.494851809,1244605.5956485954,3.4552660777736093,5138744.649775015,1495414.0574796214,3.4363356583900795,5698673.180121288,1646462.7291743702,3.461161360742691
MOZ,4368937.071777108,3592949.536385987,1.2159750721608125,6603187.339681503,4066134.0141273635,1.6239472965572235,8271284.443229466,4756022.88416004,1.7391178816184891,10093790.75265499,5799520.135264048,1.7404527473367288,9905658.977595054,6683207.686338728,1.4821713528136196,10650012.151386537,7862826.5642841635,1.3544762897051286
MRT,542947.1195436108,607796.503016061,0.8933041188117258,695101.1475759189,740441.2425700735,0.9387661135179627,841799.2229039859,905639.4424325515,0.9295081281386216,1073837.658782752,1106590.8570113224,0.9704017089775799,1448531.8888608366,1326579.8460725336,1.0919296664647467,1528911.4701287095,1625249.2672269745,0.9407242943953834
MUS,569995.5981536239,558706.6687702799,1.0202054674024048,597547.7683948759,563546.3022913566,1.0603348224720324,613161.3025341013,565943.982531516,1.0834310841001935,601242.9134272593,564995.0499638416,1.0641560726341541,506715.80018710165,564883.8563082175,0.8970265206351062,529012.7356527275,559847.5720160948,0.9449228005895848
MWI,1778050.4249242349,1136317.3354181603,1.5647481293330083,2111280.1035236567,1322972.5091178543,1.595860903361808,2355741.8112939466,1548403.8936015498,1.5214000823871274,2615398.9401533664,1810250.0138678388,1.4447722248957315,2168446.9931345116,2057145.6239361991,1.0541047594799562,1848451.8055161913,2396224.0616119923,0.7714019048255017
MYS,36844899.52577459,11700044.090244709,3.1491248444521007,47321596.153737135,13394815.44000887,3.532829277542162,43889063.48710348,15198975.823698783,2.8876329560752434,51165812.01988431,16920980.37881571,3.0238089563617456,45829024.277451724,18586437.91350969,2.46572390528583,57929501.605960764,19644342.790574245,2.9489152283453595
NAM,181855.94505160337,229698.18311342865,0.7917169504201084,251703.20553064335,268459.01052511553,0.937585238946917,270490.72635763313,310284.78786726535,0.8717498792539728,373596.3541306321,358576.2957619416,1.0418880404148698,546408.9308935035,378374.03783475293,1.4440973118037668,488390.6526523994,434015.4278310967,1.1252840828562978
NCL,284239.09998567717,99039.96612216956,2.8699434290502226,332273.5157565391,109826.27177137326,3.02544655661477,359853.3445740039,121574.84174651119,2.9599326588005246,486505.7473830495,131555.6325992628,3.698098954569397,639732.1684067915,144394.30126401767,4.430453022083424,590551.0009168306,150691.30083742863,3.918945537234024
NER,351452.6207864563,1701832.676660188,0.20651420413208593,415532.33462053817,2044036.0593688916,0.20329011942618871,525907.2343825431,2448897.1096017826,0.21475268696285135,671662.4490389824,2866815.480096724,0.23428869200061703,796123.3017782061,3214679.596513557,0.24765245738381902,973411.7404310001,3686872.2799006547,0.26402100928140354
NGA,33419611.643859785,39421824.94821634,0.8477439004348243,43842759.96839839,45037032.07599483,0.9734824420583214,51782284.43957058,51245396.01324168,1.0104768129060837,57517580.930221,58099950.550995424,0.989976417961608,60329104.287176155,65332936.32293465,0.9234102687345167,64553154.57471989,73241976.99225864,0.8813682702959108
NIC,1688821.4298069961,1549967.58343499,1.0895850002645104,1030329.0396546072,1619918.2291544105,0.6360376845641362,1021549.3801003869,1722193.6798466404,0.5931675351353948,1079778.188335168,1777422.590671713,0.6074966043540071,1026032.3795320072,1871306.2290602026,0.5482974211266831,1147011.6263325342,1948202.949144595,0.5887536649280595
NLD,62042219.46250265,8051163.383257278,7.70599434008779,64464763.656894974,8235531.548420167,7.827638480634724,67300197.92575665,8385812.387993205,8.02548337739072,58201775.490440495,8572827.983893694,6.789098719790925,52087118.37973693,8846042.029392928,5.888183461786184,46649170.040152155,8986582.419011232,5.1909800483735875
NOR,3497668.9000446065,1095172.8854637966,3.1937139299822723,3940633.6084247716,1148167.1380943009,3.4321079899267426,4434320.263645429,1244355.9330143784,3.5635465271608835,4198024.3218369745,1338909.4520951568,3.135405695484342,3790034.655259496,1407594.061904926,2.692562264812601,3464863.3764980575,1471431.079728072,2.354757503924942
NPL,3352162.563624708,2190127.8823374975,1.5305784610380764,3907855.040512114,2711930.486769695,1.4409864336777083,4539951.524840295,3340061.2368686376,1.3592420027294394,5694645.408473236,3988366.3565068888,1.4278140219447515,6888791.4291300895,4411622.146413567,1.5615098484194392,6967312.626971728,4854916.021283075,1.4351046643089782
NZL,6111265.897680184,1796539.1584910308,3.4016881117209974,5644273.890453816,1961502.5043364388,2.8775257120373805,5697678.357684948,2067611.644157498,2.755681113416545,6490324.550331865,2208281.108989566,2.9390843964161864,6152772.966674095,2519124.526451448,2.442425097317903,5831173.4320239825,2652770.0045129983,2.1981451170300317
OMN,1386738.3108477676,539099.9965067934,2.572321127496599,1709641.0373617434,596612.244279632,2.8655815460609877,2833308.759144669,1261305.4162177956,2.2463304467848477,3537418.5562233683,1206242.282587877,2.9325937311981605,3491799.7084124484,1119716.5752584601,3.118467463613682,4029262.970837468,1118519.7369034074,3.6023172751447166
PAK,51195474.217639156,49979014.451136716,1.0243394108479618,57782723.10049821,56495994.81226402,1.0227755665248481,66104815.57139429,63024434.93998969,1.0488759738082167,76669922.22886908,68438811.31090163,1.1202696359025792,79951995.93378027,74510313.91915612,1.0730326008360183,78715820.01228942,80217214.37214413,0.9812833894618999
PAN,1504266.991393678,1372053.807442225,1.0963615152950335,1956297.965568205,1516985.392453265,1.2895957833875282,2246651.7456443757,1674456.1603652223,1.341720254506006,2480104.1755160643,1842723.4482726958,1.3458906043882097,2020731.1117796418,2045008.3838789044,0.9881285219705485,2368474.086380016,2213063.12043125,1.0702243711505535
PER,11779039.243652804,12083594.588812534,0.9747959646509741,13753350.22442023,13282584.19186874,1.0354423526138599,20712107.248171486,14483332.849676536,1.4300649900919773,16695897.639192881,15707118.899180843,1.0629509935182069,14989803.483068256,16988293.39586516,0.8823607606586708,19722769.516974386,17955434.70233785,1.098428962814608
PHL,17247055.846630417,24121542.83568032,0.715006331233455,18132146.142547697,26202636.818240818,0.6919970027568029,20148869.18079048,28630715.48094981,0.7037501104084196,23293660.280798096,30525719.42910134,0.7630830891602626,23936693.494512316,33102826.22870068,0.7231012037805649,26293622.723031964,34995104.54004475,0.751351455256957
PNG,303022.6374346801,306248.21418513014,0.9894674430705409,385720.7452952841,335972.30153365637,1.148073051065622,302582.34566511295,366733.83689859207,0.825073432612606,349642.6712094652,396407.0875430816,0.8820293132913926,543224.030854387,478540.3875992155,1.1351686188488337,520214.133092274,526460.9880039966,0.9881342491579355
POL,66630243.83366471,12046661.893697845,5.531013024323527,67582891.31793341,11891433.286328252,5.683325944874484,70303650.65886007,11710808.909774927,6.00331293939722,66862178.358150735,11592741.45140425,5.7675898870367375,59959418.81317268,11495517.022731323,5.215895787428131,51639578.61576142,11754892.2554749,4.39302866359409
PRI,3861633.430971234,1530998.9644189563,2.5222965663055157,3465541.7555480585,1496321.654360234,2.316040635681225,1698047.3591801957,1444820.596653945,1.1752651942481285,1385968.7034356268,1363647.4296468715,1.0163688012777141,1657015.4513796342,1227116.1692305077,1.3503329944863371,2215844.133193603,1203432.8325269413,1.8412694695563714
PRK,15415007.4859607,8486737.421093514,1.8163643719725784,17150868.514541168,8566742.40715372,2.0020292077673787,15734945.926555295,8600572.604390612,1.8295230620485163,11350825.156425042,8609157.438268548,1.3184594703738965,16648769.709930742,8609705.168411953,1.9337212348470676,15863940.310888348,8597635.905397108,1.845151444588374
PRT,9422719.923975635,3348434.943866226,2.8140668945163427,9525733.328459471,3396953.199745755,2.8041991656442087,7404763.434495389,3425125.989836471,2.1618951993205138,6587087.341491922,3437560.226058392,1.916210017662693,6106320.1848000735,3503868.144935059,1.742736864578347,6038549.93070595,3546776.9066809537,1.7025457449357246
PRY,3702293.319993829,2132333.3479073048,1.736263855568033,3496713.540282452,2342864.397468431,1.4924950603461329,3817203.5826324644,2455275.6927037407,1.5546944866419354,3975569.1950075277,2450032.5013185306,1.6226597781327394,4346921.820235618,2255490.728347931,1.9272621100152285,4356536.003934578,2114888.2340610833,2.0599367539952707
PSE,1632426.1878902772,2662817.6388459867,0.6130446802199113,1601546.3053536324,2994757.102105433,0.5347833733252295,1929474.2424497886,3360051.849785217,0.574239425077064,1714623.0132080372,3746785.007133722,0.4576251399382315,1609803.9528272895,4151407.4878007835,0.3877730522859577,1823276.3374733233,4582140.976322149,0.39790926269945853
QAT,5858036.222190088,476333.5193420607,12.298181808161527,9803931.8518894,665499.0160003742,14.731699996809443,18380278.095022228,1300386.1826547047,14.134476619475736,27591885.873357173,1740429.753384782,15.853490104783928,23517731.258176204,2084395.7485454408,11.282757256911333,26116234.13416754,2068384.4433135716,12.626392650840616
REU,90783.30011953044,175315.5305138599,0.5178280546705666,97086.32327473334,182137.3201848416,0.5330391551616414,101089.21669170831,189121.28426529624,0.5345205701432421,97610.62695831925,192497.28687435482,0.507075338791818,97463.46251114938,207544.108256301,0.46960361019157193,103608.75339898276,210077.21249100647,0.4931936794592527
ROU,19470720.37643974,6335545.073216546,3.073251022828646,20423140.288829308,6138724.144679032,3.326935664071471,17365746.034667734,5994652.048349406,2.8968730619568315,14879953.11532525,5882731.755925794,2.52942913814426,14452203.85995256,5913095.097568775,2.4441013752501157,13267432.797776846,5919493.99255857,2.2413119794454412
RUS,504859651.9431889,65830696.81804182,7.669061339858477,513178396.0064477,65120631.60955594,7.8804271906223775,529617384.31845355,64853975.69207788,8.166305591395655,564243020.7233677,65513511.85368879,8.612620584032964,574118505.0589516,66713889.83692471,8.60568176225859,636887099.2478127,65136870.29136108,9.777674248071468
RWA,1799511.623864922,1764753.2387908283,1.0196958896632538,1986086.1572653267,2120627.1523310672,0.93655603488909,2295358.642478736,2445208.23620938,0.9387170419632872,2915233.988959628,2783734.3800910795,1.047238561914893,3491604.0784072583,3145405.1112097306,1.1100649852585693,3870370.4173675245,3478710.715903041,1.112587603123766
SAU,69832568.97017601,13742019.007266693,5.081681879005479,87639500.5325465,15816848.077900488,5.540895385787867,118566763.45419073,18951369.442816216,6.256369166985721,125789098.19487534,21427809.36490043,5.870366683442811,103388790.24411081,24070053.784116525,4.295328592590663,114208538.45318544,25282313.322173573,4.517329446788404
SDN,16903009.993231796,7385821.350845543,2.288575527391643,16063638.51905241,8385831.08789989,1.9155690534037833,14304771.421791932,9521561.85321355,1.5023555633327148,15036800.646422677,10590962.26038558,1.4197766243267909,15123790.121757258,11504717.03934497,1.3145729764613439,15017029.030379537,13017733.182071447,1.1535824878529237
SEN,2202014.477733511,3963119.654300685,0.5556265441907453,2488841.4099501646,4502520.7392016,0.5527662289883185,3826169.902067243,5122700.185751304,0.7469049062659696,3657496.5528261587,5815409.270337281,0.6289319259922066,3916729.1618691147,6364819.5505391285,0.6153715954975267,4579721.760178264,7147441.155222738,0.6407498376998593
SGP,18664854.529116727,4852408.47445964,3.846513463851625,20276501.85344496,5315981.403014176,3.81425372217219,25515488.608222432,6307962.244556924,4.044965334128226,30453698.12759458,6915421.88243781,4.4037368428575325,28877656.93449144,7287285.439692631,3.9627454109591547,33123864.222753085,7521478.937459022,4.40390307520336
SLE,1243615.3787403756,1180657.7105908918,1.0533242340982765,1283223.8919836944,1445430.1947135362,0.8877799126356366,1356760.0683867203,1687589.4117246312,0.8039633686728219,1406507.056112949,1954738.3908372056,0.7195372346017865,1608264.5596636815,2406986.8164918395,0.6681650886678773,1728075.0863929098,2757831.6146911187,0.6266064531233017
SLV,1467760.961193628,2093709.9283923798,0.7010335774261832,1738707.9595704647,2084479.1924724542,0.8341210436877226,1419962.7050667512,2055934.9369717776,0.6906651954454547,872129.7995679826,2040162.5108611512,0.42748055359563353,867107.4069793305,2021300.603683386,0.42898488497911375,1107884.5503595555,1989537.9621804426,0.5568551952360661
SOM,2325587.97703355,2717942.9003281374,0.8556426909309911,2840450.6049006027,3200784.4921490476,0.8874232588503601,3362415.0072185216,3663404.711025132,0.9178388063702675,4167678.8477074103,4404650.796053093,0.9461996059805632,5653639.169093687,6484981.371268283,0.8718049976430374,6408617.238166476,7609630.880852794,0.8421718922387831
SRB,2693620.8987530535,1798006.9957326234,1.4981148044173764,3683374.465950463,1864588.4716032816,1.9754356106166866,3469807.9915894466,1914178.4545968128,1.812687831302698,3101299.8457690245,1954303.7612713757,1.5869077812916188,3542359.7760301763,2060462.861379075,1.7192058359446782,3563129.4880771674,2014593.9440273605,1.768658889619285
SSD,357341.55791033997,668951.0434240102,0.5341819276957782,465390.8274344552,856720.5612350106,0.543223599960725,530733.1269488323,1060788.3811650877,0.5003195136488168,784163.8325939104,1126927.541036532,0.6958422827013773,730584.4636456561,901179.006685308,0.810698494112587,631466.6548322467,782489.7888687961,0.8069966711580026
SUR,340248.2316752262,231036.1583844807,1.4727055455492786,362207.9648198397,251593.31535140437,1.4396565517408049,300427.6671331902,265017.6998229796,1.133613593861327,794961.5517925235,276517.28444573336,2.8749072716593056,619815.0171597234,296575.6972533209,2.0899049480453784,530407.2577952043,306422.3376992094,1.7309679894024672
SVK,6299526.392303693,625214.8247797344,10.075778984484318,7699066.00271858,606764.0547623293,12.688731216509389,7321532.446887094,588481.4568139612,12.441398725672467,6214054.137975155,578237.5019758795,10.746542928712305,5017501.369002729,573205.0619434366,8.75341427026311,4789294.228554335,583412.1922266869,8.209108915388313
SVN,2801836.436550589,548428.9357228051,5.108841372233382,2380660.5746291,545294.6581606006,4.365824126463286,2010156.6670682002,548050.2244927497,3.6678329416409046,1527092.5137824593,549563.8737998937,2.7787352600591464,1461129.1946792784,556514.6971944554,2.625499743394442,1374918.580735877,556647.9291411446,2.469996758736257
SWE,10816713.068664152,2600419.224620596,4.159603561707371,11399154.449238367,2682498.953240178,4.249453456624608,12870218.173770923,2860402.870051757,4.499442476624996,11382129.955468694,3064882.501927887,3.713724734409574,11495701.659606988,3324895.631100091,3.4574624093699637,9130696.495079907,3467950.762676961,2.6328795072141657
SYR,3911638.4238999677,6419023.776912319,0.6093821365749086,5264061.553958672,7604742.549937887,0.6922077268745498,5165236.78994873,9935575.431177247,0.5198729379820843,2256263.9353344766,7096112.2105320785,0.3179577588958811,2383915.141578616,8345714.417016918,0.2856454250001427,2425230.9638882102,9894814.250589829,0.24510121185383973
TCD,1025135.2547014507,1150429.4885182278,0.8910891670743262,1130972.9450423531,1352091.0871274972,0.8364620962372387,1154825.5294228643,1572306.690576422,0.7344785443859523,1272008.7301797215,1812878.1157132399,0.701651544665084,1362032.9037356966,2077686.554933006,0.6555526388241053,1449937.0746174275,2415633.1070797145,0.6002306684603576
TGO,2468638.4022420407,1275502.3267529742,1.9354244602018202,2790682.297837119,1633135.1277359247,1.7087883607683736,3307735.0570980934,1850862.1008129304,1.7871320913888071,3618010.5595588656,2063565.6790062168,1.7532810301929653,4173902.181999261,2341970.8971500676,1.7822177837813704,6559997.988476309,2668745.8706934084,2.458082674905218
THA,58941263.85819698,13998238.775784522,4.210619978861852,67355665.84536909,16198082.557371669,4.158249324066808,77918821.28915536,18594030.454715785,4.190528862417439,89622894.19233377,20517982.061178964,4.368016987494337,83665789.62761907,22918780.007309694,3.6505341733257524,82098920.89453475,24241749.035080776,3.3866748135923515
TJK,955118.0832469439,1241160.8331124275,0.7695361131013283,1094497.1866231763,1396957.7715155059,0.7834862362631037,862667.6248818694,1569245.6157044726,0.5497339716922497,1170387.5999268612,1766443.2161314166,0.6625673495976045,2280805.9598469073,1983009.4207010192,1.150174041553778,2352088.9346874137,2212121.094028193,1.0632731368264945
TKM,9285268.328437645,1321103.4602257279,7.028418748408345,11620151.918509128,1433886.0727871673,8.103957587036216,13787660.667565733,1566212.8568469076,8.80318445049863,13193143.710562902,1730347.0723792512,7.624564991127558,17040147.937117033,1875349.0276701842,9.08638748611326,17567440.881981287,2013384.8452359368,8.725326866122638
TLS,22426.16228505246,142187.93334149124,0.15772197934118493,25889.832669064832,159788.72444800558,0.1620254042236206,25447.873439057792,205678.64951712088,0.12372637363577928,27303.558479885556,258540.48573457255,0.10560651033941518,27487.55141001565,315917.58187964343,0.08700861549544181,30493.30925487282,368791.6312127993,0.08268438509462174
TUN,6671867.793175293,3277561.5202111476,2.035619393269383,7453877.395923914,3522204.349162572,2.1162535324493947,7895105.068047151,3814269.206430307,2.069886691462979,8136221.908164966,4150971.217382517,1.9600766861725996,7649792.179732041,4534251.101666589,1.6871126032081278,7889096.645410182,4801908.732418522,1.6429084943138375
TUR,47128134.21810909,30525572.447397124,1.5438902677197017,47057058.39401832,34355589.48798174,1.3697060389687044,54682198.36426456,38406855.38802882,1.4237614043587818,57764543.625546716,41675653.91705668,1.3860500843132615,60294658.462958016,44293603.834172696,1.361249779735476,64824022.55589921,45255511.62124626,1.4324006122928472
TWN,72790050.85816929,16574033.24081121,4.391812771253173,81727702.0847426,17131911.485905915,4.770495233528282,81607517.70389879,17513615.230464734,4.659661447965549,84571759.48235753,17941097.9285326,4.713856410529868,80989220.82480556,18414258.098953936,4.398179953250809,74667616.04347873,18682744.266858157,3.996608580460725
TZA,11363817.389283396,5560021.556096301,2.0438441244573067,14788238.809632758,6816283.929617721,2.1695456002611277,15939015.188947463,8436964.643696668,1.8891883351503251,18980298.62056346,10459943.063600797,1.8145699747269524,21494005.084703404,12781436.333222877,1.681658033129961,23690064.226972006,15477006.79153195,1.5306618744868503
UGA,8061342.461760348,2247233.665130173,3.587229306345136,9866340.752868969,2747992.450765826,3.590381316411318,12519474.059659675,3312874.427508413,3.7790367047130955,16069039.809440909,3975545.0265049674,4.041971529012647,19917817.135596287,4654691.815477732,4.279083970579056,21843241.05202324,5529107.109021508,3.9505910486673246
UKR,115269863.44426228,19141978.811890442,6.021836330351593,113417934.97743478,18677356.872675918,6.072483154367512,90036951.48856677,18431437.03719548,4.884966446559109,63176786.45373737,18262658.24204955,3.4593423156916767,55822335.230726995,17956169.12038995,3.108810952740387,32538378.18526755,15807923.290635664,2.0583588107707174
URY,2528560.255865265,1711016.022492879,1.4778121435597418,2839351.905373404,1695514.2514294877,1.6746257974414234,4802690.782399097,1708617.4134883184,2.8108637688491713,6525594.219205188,1720921.4713267274,3.7919186481962743,6626332.54300348,1698637.9004745195,3.9009682647210417,7466568.9874563,1661672.9272798293,4.493404727775838
USA,1278064947.833991,160992613.81793556,7.93865580242916,1210221989.6468408,169244469.1315344,7.150732876867447,1152130739.9321027,177549755.20742464,6.489058453424011,1160515895.333051,186899753.11648303,6.209296031599214,1135844884.7056043,195975511.51828688,5.795851103568194,1222177053.19289,199617237.52938342,6.122602778795528
UZB,56169025.547134265,9897711.621304763,5.674950705396466,50885760.85466457,10388626.355613615,4.898218408554838,54936579.450272724,11009886.266256679,4.989749950337222,45124654.420901716,11699929.099308815,3.8568314421296366,42691664.796014495,12390219.068095846,3.445594025528028,47815286.54130269,13103239.180527607,3.649119571316364
VAT,11183567.15444291,2589065.454022469,4.319538209073742,13962695.772739593,2608399.6868694504,5.352974025808654,14947968.643231371,2652803.8573910175,5.634780951326125,13123739.387049329,2711798.131613751,4.839497171288183,12462027.61794631,2786405.5881898645,4.472438495948477,12049733.51145955,2806869.1639740313,4.292944489938125
VEN,29489021.94548442,14851207.557646167,1.9856312579984077,33304749.667468853,15947953.870551016,2.0883399800251707,37866285.21239615,16947920.81328412,2.234273196669399,30293222.265838392,17882916.25929007,1.6939755142062605,13516370.23047131,16502205.7548421,0.8190644590954343,16315640.324606642,17055924.08853398,0.9565966780759185
VNM,30212319.124612924,21407959.526644148,1.4112657064308698,35087860.90577196,23752890.19310522,1.4772038526897648,36309752.60828084,26274201.883373044,1.3819545411675676,32154882.626058336,29035306.084885735,1.107440800935675,39501820.857782714,31340935.47852555,1.2603906122983761,45254902.27347324,32938812.956442423,1.3739081105720885
YEM,529415.948754927,3073041.25516193,0.1722775273080511,1423948.3640400006,3691732.873936019,0.38571272967586845,1281240.7917817403,4282111.9431617325,0.2992076827481828,669235.8769420594,4953858.652937832,0.13509385790512538,550049.3035198388,5938188.405325762,0.09262914309463777,571721.5259907265,6766809.5614510765,0.08448908171550884
ZAF,92050164.56523837,17963860.104674187,5.124186228843263,116697510.70848958,19890064.719406582,5.867125741156022,108579584.65837833,21798654.420887023,4.981022340275261,101722763.70070766,23977219.545780547,4.242475384040456,89071948.58393925,26816272.35425408,3.321563392825888,89915218.08792952,28783726.892052777,3.123821262796765
ZMB,5243036.578509693,2714197.10940993,1.9317081137300067,6246275.428415009,3291316.642518625,1.8978044675869141,7973784.026341254,4016812.2609901354,1.985102491291374,10396434.732030759,4778492.329248791,2.1756725794859952,13293972.292849135,5658354.484882614,2.3494414018009206,14920574.87456482,6651601.120562724,2.2431553853160913
