,urban_built_area_2000,urban_population_2000,landconsumption_perperson_2000,urban_built_area_2005,urban_population_2005,landconsumption_perperson_2005,changerate_landconsumptionperperson_2000-2005,urban_built_area_2010,urban_population_2010,landconsumption_perperson_2010,changerate_landconsumptionperperson_2005-2010,urban_built_area_2015,urban_population_2015,landconsumption_perperson_2015,changerate_landconsumptionperperson_2010-2015,urban_built_area_2020,urban_population_2020,landconsumption_perperson_2020,changerate_landconsumptionperperson_2015-2020
JOR,95223144.23529446,2801189.650652262,33.993822664995776,109722129.09411734,3254088.6935898,33.71823555708791,-0.0016280032646437625,123861566.1372549,4057571.291180668,30.526035711676624,-0.01989177121854251,137106180.3529413,5423524.869113006,25.27990258397477,-0.03771404671607916,147999269.73725513,6910260.297319548,21.41732197767763,-0.033161936594123184
JPN,5346538181.482344,88541282.65637916,60.384693118031535,5778913177.972535,91171753.03748688,63.38490799443587,0.009698028245865232,6219060026.631371,93242859.48087934,66.6974400104779,0.010188156535633297,6845355319.305867,95633165.29245007,71.57930304170624,0.014127879396761855,7181856601.039195,95461212.75375977,75.23324284141084,0.009957444764292233
KAZ,575836984.5137267,8651126.271305557,66.56208295371766,667273890.9450988,9572124.396981416,69.7101148367362,0.00924206728928496,758254009.1960781,10617754.347856693,71.4137834003609,0.004829093738255885,925326138.5372565,13004371.477616979,71.15500661680731,-0.0007260412821375794,993723475.6235315,14463867.182027921,68.70385790449477,-0.007011067132078353
KEN,155866253.72549012,4133767.7646442545,37.70561449015115,175742083.45882353,5148795.099608651,34.13266211976105,-0.01991084991000891,207047416.60784322,6423779.699988284,32.23140055818241,-0.011462721858204716,233944995.4549024,7774898.514822911,30.089781237515098,-0.013751105929857843,276835430.0352933,9454161.004690768,29.281861171809837,-0.005443473731910587
KGZ,80206031.18823522,1379337.1502402942,58.148242562931436,90834851.74509802,1486460.2348180288,61.10816126622987,0.009929954701171261,101968789.34117645,1593719.5594382952,63.98163888828424,0.009190144058267258,119378503.99607855,1785960.2146513162,66.84275663967438,0.008749359082818486,124796872.74509805,1955846.1813220142,63.80709993295289,-0.009295695373407752
KHM,29970042.94509805,1182255.557558826,25.34988544015097,46861011.30196069,1608485.194851867,29.13362923820778,0.02782378799177998,70858360.87843165,2076607.9258417014,34.12216624845587,0.03161081177182164,93376115.87450972,2500897.692729556,37.337039474252215,0.018007727922568773,102837352.7568622,2822706.4406721704,36.43218128356754,-0.00490667281586008
KOR,733157017.8823521,32635866.174205877,22.464763581541188,850170230.4039212,34562085.21289563,24.59834888916685,0.018146260749997367,976511737.2431302,35992539.23162827,27.130948749095904,0.019599154835835984,1141390439.1019511,38184754.89942616,29.89126006198625,0.01937820710188536,1222969109.4901927,39318363.901224464,31.10427261323828,0.007955812152697295
KWT,113923255.47450952,1573540.7947793433,72.39930216774896,114446880.92941141,1846041.6490997188,61.99582820096453,-0.031025913015643704,114962335.22352919,2413005.2418887583,47.64280376512711,-0.05266709995448089,118036233.32548961,3184060.9020837117,37.070972244357634,-0.050179470370696325,139901297.39999995,3870206.9824441457,36.14827269823391,-0.0050410156251757595
LAO,21333578.898039203,322466.2663771274,66.15755234716359,25794595.458823495,386166.79459502525,66.79651337157146,0.0019223660149647159,31619581.47843132,393746.55649003823,80.30440128872922,0.036834709175223065,37423899.07843136,376008.9412986357,99.52927967398618,0.0429254877872598,40007095.20000004,345491.96697669534,115.79746860713163,0.030278167180293813
LBN,47028071.23529428,2055227.5815284117,22.882172104911565,51907015.64705881,2270984.144661029,22.856617369649907,-0.00022348416487849576,57471512.45882335,2424599.65530517,23.703505992452083,0.007276458706950706,64867417.36470567,2847580.5027280953,22.779836181122924,-0.007949440544932695,68592188.93333302,2634569.8797664074,26.035441101837357,0.026716592494539705
LBR,48343958.14117658,893006.5127685571,54.1361764443324,52370372.30980384,1295859.4336131902,40.41362122416452,-0.0584671542095891,57820500.8862745,1212921.118169283,47.670454426208366,0.0330289829531762,63523873.84705882,1466916.4144839186,43.30435818962963,-0.019211704189490853,66683595.99215679,1741394.5291313299,38.29321551011244,-0.024596108241396575
LBY,209276860.9647072,2377041.216675046,88.04090543176999,246664297.17647043,2806410.204278834,87.89317285134943,-0.0003358817497655764,277552542.3764723,3129841.236124024,88.67943177852422,0.0017811689997989434,311023181.7764734,3120495.835953366,99.67107733103268,0.02336951214453418,380887600.929415,3509241.6736641256,108.53843546537976,0.01704576325411846
LKA,134866826.6509804,3080989.8079557484,43.77386328988384,150213235.8274517,3383725.020281504,44.39286139597565,0.002808353282854714,162877987.29411793,3609068.6843754626,45.1301988236623,0.003294588452743685,176481795.0431376,3824720.8254590556,46.14239917025988,0.004436125921954126,198657589.5882342,4253787.36094242,46.70134464460441,0.002408141698263844
LSO,23596255.90196082,246962.70193006675,95.54582824673926,26563788.090196047,260255.80816987858,102.06799332162025,0.013206636616991752,29603078.38039216,275179.6172057822,107.57729326389268,0.010514080783036662,32162641.262745082,290454.8701917001,110.73197444242457,0.0057806080763523225,33341162.764705848,302899.2063789067,110.07345698687068,-0.0011929405969175022
LTU,55141476.9568627,1161665.3219507644,47.46761043384215,60616502.67450978,1106370.249664934,54.78862315112648,0.028686994564379197,67142334.61568621,1069543.1414471269,62.77664921944189,0.027220122188750473,73575416.27843134,1059222.2492063,69.4617360365713,0.020238572743705597,79022854.94901964,1043818.9579185783,75.70551803982823,0.017215002195977824
LVA,25376583.01176466,680581.8232018696,37.28660117952875,26445384.992156934,641539.4334746258,41.22176067794732,0.020066448861612064,28137035.80784305,608607.5138113609,46.23182456561682,0.02294042312777922,29399753.84705883,585191.3040920896,50.23956036508753,0.016626873414231014,30775434.650980428,569421.2179949599,54.0468701874977,0.014609773021526528
MAC,18870046.929411765,989903.2473744958,19.062516442349775,29266456.937254917,1337371.1591636182,21.8835711662557,0.027602452665354438,35090561.30588239,1513624.149405398,23.18314049076657,0.011537826253586214,40457678.14509809,1704220.5050596667,23.73969684379641,0.004744661548004014,46073919.05882358,1964272.797646673,23.455967579464087,-0.0024047351466773394
MAR,161856085.05490196,9096695.914630845,17.7928433107869,176218208.51372543,10116712.480863063,17.41852492566757,-0.004252404895187656,197097215.17254892,11471717.285525749,17.181143002995125,-0.002744369082979947,212983580.4431372,12497337.311634568,17.042316705723962,-0.001622595259726367,262243491.47451013,13901614.851969708,18.86424665529797,0.020313790018293608
MDA,37591094.89803925,926061.4756238644,40.592440013461385,40963633.21568622,884518.9642112842,46.311763651345835,0.026362832131944635,42880845.250980385,804802.9149124831,53.281175374027306,0.02803741658966379,44993057.913725495,715029.8487794276,62.924726835571526,0.033271222717703,45994188.956862785,630957.2480924802,72.89588810638618,0.029418606589366902
MDG,72314918.27058817,1230355.1940594006,58.77564350502256,77605400.66274498,1443756.674405234,53.75240997221024,-0.017867808057853908,83242625.66274497,1901512.5396982678,43.777058486269,-0.04105572027697742,88301105.88235268,2465234.156779686,35.81854715079059,-0.040128813044225,89366459.4431369,3184517.214524959,28.062796782986734,-0.04880421897132816
MEX,2692287114.549013,52105379.217170134,51.67004165400703,2968847759.631369,59060807.64750902,50.267645802445855,-0.0055033005817623605,3313915539.717647,64586811.72892124,51.309477136393674,0.004102765814160136,3732340071.4117656,69848721.23359394,53.43462278900943,0.008116685617445895,4029128538.6666636,70483384.55920179,57.16423188052836,0.01349389666342633
MKD,19556962.588235304,412761.3021645522,47.38080456107944,22419799.81960784,465219.19854331017,48.19190585815998,0.0033947798174390085,24219598.60784314,482026.8707779915,50.24532878997534,0.008345300902726383,25702887.419607833,498669.02886783803,51.54297927417476,0.0050996850851348086,27412841.48235301,514008.85868656146,53.33145726787784,0.006822068215867639
MLI,116564992.35294105,1792025.679686272,65.04649664024232,127237311.45882408,2332237.413111969,54.555900159858865,-0.03517529601592297,155336221.6431371,3232500.327171603,48.05451072577441,-0.025377972067487597,171537275.62745136,3911701.74094761,43.85234023131233,-0.01830158405350337,187200940.81176487,4798774.559501637,39.01015529914914,-0.023401216377977273
MLT,16669430.101960778,282037.54461027554,59.10358539319611,16975612.18823527,285223.7941737345,59.51681639118491,0.0013934623839034544,17760142.18823528,296265.6804918087,59.946674075623555,0.0014393001173425902,18337978.788235288,318782.7826319345,57.52499754482743,-0.008247161677670433,19240667.98823532,361501.39258341736,53.22432605510777,-0.015540808945750228
MMR,148673128.2666664,6569492.261888808,22.6308400010081,160460395.54509795,7433359.280605951,21.58652494623098,-0.009448860586790352,175851556.99607825,8312931.402071794,21.153976676897823,-0.004048272913857254,188970308.2039215,9134197.036884045,20.688223326128846,-0.004452658687112532,195114581.09803927,9579294.447444547,20.368366602416074,-0.0031163152675373063
MNE,5157130.282352942,124921.26088194021,41.28304698450658,5719164.050980391,132355.34420279102,43.210677176870576,0.009127138105075793,6268081.243137258,143115.6832341631,43.79730509955045,0.0026969332996294782,6857763.921568631,153825.39694658646,44.58148041672134,0.0035492494831818712,7444716.949019601,164021.33203841074,45.388711678528416,0.0035889794381782636
MNG,42023787.04705873,656779.8593125219,63.98458547594126,48719034.88235292,831091.7195596118,58.62052735667817,-0.0175114541958278,54848441.9607842,1027799.386022276,53.36492968054316,-0.018786229754999086,60092037.88627451,1240229.3231888504,48.45236019074858,-0.019314546312000934,61643994.01176481,1495414.0678489662,41.222023610112736,-0.03232167678430766
MOZ,181537079.17647055,3194730.98482611,56.82390161760417,213278014.69803932,3715844.0442766044,57.396923056161256,0.0020067312508427193,257146713.090196,4607335.212064395,55.812460186715406,-0.00559871025976193,295171813.0666663,5682052.159999439,51.94809986867411,-0.014350400915328621,319400424.5254898,6683207.6511525735,47.79148594468804,-0.016679527079880165
MRT,24986539.243137278,529373.509956936,47.20020698649977,31068556.725490194,698088.7963978369,44.50516450887775,-0.011758607814328758,39129776.61176465,888586.2758699834,44.03599028519101,-0.0021195956439861163,47926280.8196078,1099187.479795496,43.60155269283498,-0.001982899731128818,53175135.57254903,1326579.761005742,40.084386280878036,-0.016821174601504472
MUS,23016741.505882364,506099.0595282134,45.47872807220511,24899675.423529427,521984.05388349795,47.701984837044094,0.009545661225387293,27019139.67450982,533983.4334549173,50.599209604114,0.011792589566255262,30215881.72549022,560684.3291593967,53.891075876494064,0.012605788070713775,30896243.780392203,564883.8611469632,54.694860139319985,0.0029609688827610726
MWI,64219481.80392152,999125.1131089953,64.27571578507182,70111165.59215684,1195024.0039775784,58.669252967969925,-0.018253219860159396,76335988.80784324,1417446.1998084127,53.85459343582924,-0.0171256179085268,84313403.77647059,1686826.903784805,49.98343551866112,-0.01491920792483512,93033341.50196084,2057145.6239361991,45.22448018237439,-0.020010624746032678
MYS,585569842.6509805,10391868.82486688,56.34884855838061,636242180.1843146,12248710.571516575,51.943604714103245,-0.016280640240058108,710397756.352942,14515171.217770942,48.941741416263916,-0.011905593054123998,779567548.5607834,16500177.351572974,47.24601026706338,-0.007052485695448673,836215141.5294111,18586438.11211945,44.99060747869435,-0.009782893258652248
NAM,21632719.45882354,222596.64100758792,97.18349459768406,23095533.83529412,263237.5086824568,87.73648539256708,-0.020452610103394518,24716174.603921607,306868.9694250274,80.54308863562086,-0.01710910681751674,26319519.427450992,355928.4749988279,73.94609107219551,-0.01709119501629708,27977533.098039247,378374.03783475293,73.94147140258566,-1.2495086223829332e-05
NCL,5411731.454901962,76089.03693515013,71.12366870294761,8037655.576470581,107912.79459902512,74.48287857187226,0.009229821316762532,9271535.38431372,120727.999651714,76.79689393563218,0.006118982928635219,10288914.647058822,131419.8861331993,78.29039386497867,0.00385214319288778,10366918.105882354,144394.3209544546,71.79588530460506,-0.017319549015405045
NER,44190057.56470591,1422456.8323673108,31.066009568222192,57054383.3882353,1919712.4903587312,29.72027513222759,-0.008856960855635787,66843288.199999884,2368895.233194883,28.21707235648815,-0.010380455961992574,76770500.19215688,2806602.5511346874,27.353534671704466,-0.006216287700630829,89596797.72156844,3214679.596513557,27.87114392947266,0.003749225374308285
NGA,1507109396.9058826,33556542.9370569,44.91253463543062,1834813467.678433,41093743.226676315,44.649460565260696,-0.0011749395541384544,2259343584.019609,48962964.476819925,46.14392956311354,0.006584637871748544,2714364848.3450956,57281680.31455146,47.386264394474416,0.0053133981592126565,2894223280.8235254,65332936.102111384,44.299605275661136,-0.013471327848752157
NIC,49803039.77647056,1357992.5956028008,36.674014230809135,57028192.40392155,1533211.3007716378,37.19525963265486,0.0028225757534664276,62660828.98823526,1676227.3371644546,37.38205886454148,0.0010019111778468925,68133173.79999967,1759297.1135319278,38.72749706456174,0.007071797276457658,71652185.01960762,1871306.2836149174,38.28992915109155,-0.0022725902075390715
NLD,470319530.5450975,6897118.042231364,68.19073237043499,553847658.2666667,7688846.342300391,72.03260848375382,0.010962049095674154,597552821.509806,8026082.198810049,74.45137075700514,0.006605451728564837,648820658.2431352,8442073.12610556,76.85560744987822,0.006356452549733582,677471466.3568611,8846308.414710604,76.58239285782619,-0.0007122482833622712
NOR,44946577.88627453,908829.3710739594,49.455463607169044,50158770.96862742,1008375.1244244748,49.742174071633606,0.0011561213333386889,55598991.898039185,1140479.0108983896,48.75056127007738,-0.004027287105625987,63730561.51764702,1304019.2865100298,48.87240716217493,0.0004992511796178434,69119488.24705887,1407594.06786136,49.10470271594434,0.0009483684069607534
NPL,63526723.67058839,1739671.9596633138,36.516495720769676,76728863.60392159,2415447.4392120764,31.76590074299058,-0.02787413705461672,92965048.05882342,3195532.050229891,29.092197041846404,-0.01758468308976795,108896068.5607844,3948278.625461032,27.580644349300155,-0.01067115206356064,114347374.31764713,4412764.57402129,25.912865370346278,-0.012474931438092262
NZL,285197442.933333,1705482.168728525,167.2239371144842,296309094.4509797,1896691.0337911178,156.22422902412063,-0.013608302839222297,305233340.7764707,2010621.213717823,151.81046469318122,-0.0057319081619080945,315167971.2117643,2158177.3743201634,146.0343227400592,-0.007758223723571512,347976578.1843138,2519124.5234699566,138.13393301613968,-0.011123587547907654
OMN,47672110.57647066,509139.2136953224,93.63276152011042,49391213.96470594,567398.2450982785,87.0485842904765,-0.014582787115460327,52250647.717647105,1215705.7312238864,42.979683632028994,-0.14114777450727667,55313966.89019602,1176764.780898562,47.00511758004774,0.017905790019091226,60937587.87058824,1119832.215318574,54.41671264409239,0.029282968787612697
PAK,792174187.2941184,45546776.69257642,17.392541137235586,888997582.6509811,52944181.47571397,16.79122347105835,-0.007037021314801883,995964935.2392161,60292671.90693658,16.518838919205898,-0.0032709710370989243,1111354840.839216,67029380.86707474,16.58011496545272,0.0007405202770386588,1210262504.6431365,74510314.20580126,16.242885532603314,-0.004109816827551871
PAN,66937340.9568629,1162966.5479354598,57.557408745498726,70705770.85490206,1305034.6184077398,54.179230081397755,-0.012097047302748454,76429019.64313738,1480444.6983479697,51.62571741343978,-0.009655535671804128,83392142.50196081,1675053.9826560176,49.784749247144646,-0.007262250140126181,99016767.53725493,2045008.3143367935,48.418760375244034,-0.005564269486559059
PER,410152760.60784227,11658728.630710721,35.17988741306171,439124153.1843136,13042689.243565641,33.66822171286087,-0.008784024479200524,466787429.2980385,14356051.074264793,32.51502985628266,-0.006970395409123853,492168655.9215685,15633436.955107976,31.481794907597735,-0.006458600046574681,517684769.2117646,16988293.395519823,30.47302970104632,-0.006513483800310737
PHL,549771199.4117634,22622562.387611944,24.30189781299119,582754653.1568595,25136794.031095214,23.18333246618359,-0.009424170859926662,618898323.7725487,27918138.535826053,22.168323399439583,-0.008953839254433493,658011030.3568578,30307471.789883576,21.711181814132622,-0.004167395444339128,672105674.3254858,33102826.50524028,20.303573600251006,-0.013406101765522127
PNG,11336009.466666665,290081.37572423415,39.07872209432446,12316757.627450977,332403.8064572973,37.05359983304904,-0.010642523679218651,12659327.815686274,364692.05988961866,34.71237574933184,-0.013053847060599555,12966421.929411773,396006.0787918641,32.74298710002066,-0.011681493680863487,13009200.866666678,478540.4149548602,27.185166519099145,-0.037203465763581176
POL,436003761.61568564,10535014.50591834,41.38615674147845,485801917.843138,10708043.655696454,45.36794333899653,0.01837186302033613,546343484.0627449,10963948.794626798,49.83090438460424,0.01876591994754655,609097008.9098046,11168124.002981573,54.53888305208582,0.018055707250541442,680628934.1176469,11495516.840394568,59.20820643104597,0.016429251329495555
PRI,108726414.72156864,1284011.4576428682,84.67713747754543,123951698.0,1381294.1214545006,89.73591943581071,0.011605097370581774,128552634.3254904,1352007.4638090176,95.08278450129144,0.011575359877989655,141178946.29411718,1353027.1157983784,104.3430280484896,0.01858717804129135,146605203.278431,1227116.1530851922,119.47133358960272,0.027078527633405968
PRK,88516079.21960782,7201727.011308156,12.290951750964709,107085821.7294118,7964650.869062964,13.445136954510396,0.017950822856033,116657904.65098043,8183368.355065081,14.25548742148155,0.01170488777032368,127341972.10588232,8352332.030701521,15.246277523187345,0.013438692323599533,145447690.12941164,8610414.897901172,16.892065231939657,0.020501724470717964
PRT,134866438.70196092,2895713.7077271263,46.57450712136142,150863069.93725467,3080594.474450215,48.97206405727218,0.010039336057997339,172165560.37647048,3261769.9737827824,52.78286383168963,0.014987315028626469,186769418.8470587,3342346.56017787,55.879728653009394,0.011403017819371452,202358469.06274438,3503868.160862211,57.75287761196734,0.006594299689924732
PRY,140262726.643137,2009334.203173715,69.80557361816368,153631969.00392103,2273282.4163965266,67.58155867296479,-0.0064757425414441626,165694727.76862773,2419381.1825286094,68.48640841103524,0.002660032617489705,176310899.7686276,2435770.7797983284,72.38402777096513,0.011070071186306762,184737199.54509813,2255490.741127599,81.90554551012767,0.02471620703157775
PSE,80250566.99215677,2380194.550303614,33.71596955464003,90472730.21960793,2741933.1890645716,32.99596451891423,-0.004317266491451299,105556640.78039227,3298149.5018999325,32.00480776253026,-0.006099826517927465,114242376.48627445,3736697.310899348,30.573088206274488,-0.009153196495867455,119788250.61568618,4157737.5770314876,28.8109214197236,-0.01187312407876986
QAT,76359914.09411764,449946.647206766,169.7088189636573,82481857.96862718,639982.7871043946,128.88136935966165,-0.0550383549935269,90791529.87450966,1260245.7459704073,72.04271878307264,-0.11632662087644477,100873974.70588264,1701119.0137312727,59.29859927003191,-0.03893471497180752,118934747.8156865,2084395.761073179,57.059580544556155,-0.00769793800340981
REU,5355722.764705878,110503.23041700918,48.46666241787534,8019766.91372549,142599.85387330604,56.23965730603563,0.029749193059263136,10280355.623529417,155034.0228459189,66.31031972734517,0.03294467660240645,12910564.019607825,168490.88238277903,76.62470418000123,0.0289147993107159,15234890.184313724,207544.108256301,73.40555370282931,-0.008583987468924548
ROU,205901250.09803918,5904630.484520042,34.87114911557008,225902470.08235288,5793634.450687692,38.99149523586853,0.0223367474107933,260563447.01176503,5828276.589996183,44.70677446211173,0.027356298525008604,290978263.38431346,5833145.674006518,49.88359277241467,0.021913420487112135,312445693.90980405,5913095.135391917,52.83961897377714,0.011513824430210384
RUS,2169717147.149019,60451255.5333448,35.89201130739471,2352512194.725487,60974046.648185484,38.5821890467474,0.01445520036951171,2574628588.0588217,62018081.88809483,41.51416022031238,0.014648766568597616,2852648703.682352,64347424.35992126,44.33197959449519,0.013134344891837735,3081856325.239215,66713889.57810514,46.1951228556557,0.008233584599082189
RWA,54982318.490196064,1494931.6977409227,36.77915089584562,63678881.219607905,1922411.9081618479,33.124472933844714,-0.020931752026356422,72755204.68235306,2297667.4719451587,31.664810322078495,-0.009013278588522678,84174340.76078439,2710745.6327841636,31.05209863395787,-0.003907916971058434,93343032.03921553,3145779.6660598107,29.6724634106783,-0.009089387421696937
SAU,736198387.1803927,12591669.993324615,58.46709670525698,787212572.8627461,14734274.799995339,53.427303586261004,-0.018028445622445054,859911923.1058841,18187784.167522125,47.27964193908934,-0.02444842370797957,936226050.1568629,20770988.92674026,45.07373498002204,-0.009556019190745956,1130787488.596077,24070053.929789208,46.97901765797912,0.008280273061036602
SDN,330135682.0862745,7057668.297475535,46.77687703237074,342652323.9333333,8031329.030222386,42.66446096827953,-0.018404544492287744,359969472.64313745,9195865.964565149,39.14470633110838,-0.01722021592135379,383182355.62745166,10269622.49652936,37.31221432501038,-0.009588892682024053,436827702.4235307,11504717.03934497,37.96944339696701,0.0034921960545471363
SEN,119383219.21176468,3747598.836332936,31.85592279897877,130245601.34509787,4332874.232091692,30.059861968857998,-0.011606506284318918,145587207.0745098,5022803.6074211905,28.98524777265923,-0.007280757879685851,160951094.6823526,5734526.085399066,28.067026339309432,-0.006438311124734408,179310728.0588234,6364819.5505391285,28.172162091168005,0.0007477766110730144
SGP,143621577.40784335,4742545.797851082,30.283645858079097,148657061.08627447,5222350.445267541,28.465546815416513,-0.012382670765944414,155526263.63921565,6216132.939800954,25.019777592497196,-0.02580557130104575,163643410.5333333,6869224.7720512925,23.822689745012667,-0.009805627730474775,171347727.76862764,7287285.439692631,23.51324497807168,-0.002614919738348753
SLE,30507059.866666656,1046661.6350408763,29.147012602095838,38594059.32156865,1349851.853066573,28.591329658800152,-0.0038497821661874097,49294531.023529455,1652097.1585679934,29.837549667028675,0.008532828633400148,60099162.560784325,1944458.9949373775,30.907909458239747,0.007048892884745949,62848994.28235289,2406986.8164918395,26.11106710337313,-0.03373057385352496
SLV,60097742.85490197,1908965.7679835663,31.481833704322,63247992.745098,1958979.7300741684,32.28619049708257,0.005045785669090375,65867158.317647174,1950358.8555148402,33.77181493108358,0.008997395364614923,68652302.05882342,1958350.8233880398,35.05618157836076,0.007465077132898035,73638977.49411748,2021300.603683386,36.43148246229496,0.007696268226938141
SOM,47850787.643137224,2585480.66934755,18.50750160712377,56101690.45098037,3115708.0788246817,18.00608049010267,-0.0054933272625720345,64951485.58823521,3602748.647892898,18.028314472124695,0.0002468084713722618,73782054.69019607,4352304.677850343,16.952410309343954,-0.012306704671478652,80258341.53725499,6484981.371268283,12.376032704247951,-0.06292965380736533
SRB,55211880.41960785,1637735.5327356805,33.71232980906367,61311179.76078427,1731316.5857028575,35.413037839000395,0.009843282544199815,69986040.43137246,1824922.9729800741,38.35013393309758,0.015935593465032392,79515166.027451,1939036.5973726748,41.00756331014649,0.01339970009503615,83517351.93333337,2060462.7476241258,40.53329866295102,-0.002326539032409425
SSD,16444630.117647063,544742.1678640076,30.187914737954323,21147214.462745097,748730.8825678987,28.244079354944144,-0.013311562955672684,28130618.592156876,995408.1551908543,28.260385898449123,0.00011543543601044703,35633386.17254903,1091026.0929473343,32.66043443222134,0.02894067133250351,41526670.439215705,901179.006685308,46.08037929329709,0.0688445716862149
SUR,21760085.815686256,206407.50020162264,105.42294148434821,24654639.188235246,236093.93523601384,104.42724487432923,-0.0018979331864708016,28071422.349019516,258137.8185562331,108.74587267384224,0.00810462183843228,30623033.84313726,273975.76353018696,111.77278401767528,0.0054908759430247756,31666982.81568622,296575.6972533209,106.77538014396973,-0.009148143916844199
SVK,30771276.596078455,615055.9306591357,50.03004615060271,31743882.22745098,599555.9393609605,52.94565551512232,0.011328454381125752,32744121.909803938,584416.1530948218,56.02877630333258,0.011319880289722039,33704108.74901965,576285.6238957349,58.48507641259086,0.008581239264490748,34769002.1843137,573205.0691667155,60.657178476907724,0.007293273961975722
SVN,28024760.439215705,531339.4956548095,52.74360492377607,28736360.890196092,530697.7974019302,54.14825731494844,0.005256651809082591,29910666.91764706,539805.3225843031,55.4101000235614,0.004607219530307116,31168720.768627394,547228.5125077142,56.95741368773801,0.005508394455716825,31903906.858823508,556528.1981006666,57.3266673058184,0.0012924106308222604
SWE,123593286.3647059,2303040.5054512303,53.66526818445623,132843344.1686275,2467638.823145046,53.834192801082814,0.0006285603820513685,141376126.28627473,2707749.5028713197,52.21167103395581,-0.0061205532577483625,152867525.2862745,3008328.09600461,50.814778311348206,-0.005423765801008873,162393157.51764694,3324895.614988975,48.84158070574056,-0.00792104204347801
SYR,143584611.0941176,6059887.196063626,23.694271270822853,159498465.90196067,7366147.618744415,21.652901103432914,-0.018018770952385577,173021878.82745078,9740185.701075302,17.76371458794152,-0.03959631504183658,185722347.69019574,6974844.41121351,26.627453852821223,0.08095698256967569,194186110.82352936,8345716.992074002,23.267756504078626,-0.0269748444232647
TCD,57395451.48627461,1099832.928128139,52.185609303368295,62387644.027451105,1316668.8968185668,47.382940523769314,-0.01930890273585719,67344291.47058825,1541739.4172422625,43.68072238241675,-0.016271077999824524,72760951.5803921,1790639.621872876,40.6340565078581,-0.01446006482597193,77762648.34117638,2077686.9006437557,37.42751052484482,-0.01644010713620405
TGO,78972776.38823551,1211142.5479599698,65.20518705354382,90002883.59999993,1594255.8507772498,56.45447909513439,-0.028820877623645914,101797186.2509803,1835914.751035088,55.44766509097827,-0.0035990058288819073,111725807.86666662,2053278.4778723824,54.4133730863616,-0.0037659304194281873,117204060.98039196,2343013.7812189506,50.02277917435751,-0.016826293455142683
THA,600352839.847058,11739504.99120145,51.13953614713839,751130473.5686296,14592604.086837793,51.47336754281799,0.0013013278503626324,948778110.8980366,18004223.410452724,52.69753042206774,0.004700810913931974,1101004607.564712,20349589.061131675,54.104513081675144,0.0052698020176343615,1147778582.6274533,22918981.97686798,50.07982395491653,-0.015459878393540549
TJK,67029905.09803915,1079628.7903950615,62.08606670586409,79333801.85882363,1268638.493800306,62.53460087055455,0.0014396844768377547,88410970.45098054,1437537.609685863,61.50167470769721,-0.003331122404478215,104464858.07058817,1752446.434152904,59.61087085727919,-0.00624529021759237,107658738.58823532,1983009.4306765029,54.29058325330686,-0.018697432644372024
TKM,73328213.43137255,1215955.6242561352,60.305007821507736,83708172.09019607,1364448.1993566314,61.349468693400304,0.0034342724261581027,91186958.4549019,1507600.1696781341,60.48484226051123,-0.002838743673520483,99026513.41176467,1685056.7943537529,58.76746335410194,-0.005760887012484695,109362967.94509801,1875349.0276701842,58.31606081400415,-0.0015421632714865297
TLS,7476051.333333321,140034.45395010314,53.38722808886145,7789797.015686267,159026.00519425317,48.984422429343475,-0.017213841006417673,8043272.47843137,205208.97437102607,39.19552009401309,-0.04458797620236634,8245438.27843137,258142.3372890851,31.941441163901665,-0.04093163884137798,8345596.850980388,315917.58187964343,26.41700661712411,-0.03797925398983759
TUN,201114815.8980394,2960426.9404634926,67.93439593093025,220610603.8078429,3278038.556236085,67.29957565268933,-0.0018777084893839557,240529080.9058819,3590136.2626941428,66.99720102695542,-0.0009006177040655316,268270379.9960783,4132844.636819394,64.91179891110961,-0.00632428684224724,278765380.0549023,4534251.1127874,61.479916555290465,-0.01086376943729519
TUR,739773602.2078424,27831868.181648035,26.58009147570048,835853684.1019615,32473712.428421363,25.73939416210426,-0.006427965947539693,938995615.3215683,37088636.68370427,25.31760936184902,-0.00330449784707465,1042805797.5686277,40792844.878049016,25.56344870494116,0.0019326740872502412,1142975204.8823526,44293606.537920296,25.80451885090544,0.0018772159169109237
TWN,488552456.09411824,15342631.897445578,31.842806329431536,542267288.086273,16363869.959322577,33.138083438345866,0.007974336493970302,596227177.2313709,17070303.532072388,34.927743148278225,0.010519653596595901,647262444.3529391,17749941.945427533,36.465609090044204,0.00861763073598496,685770751.2901981,18414258.152723964,37.24129126476671,0.00420970524600719
TZA,303586887.3450973,4823809.224888446,62.93509407020921,338683437.45882326,6180496.409089797,54.79874350557243,-0.027687335500354848,392043647.9098034,7993589.061400323,49.04475885593309,-0.022186787549709486,450223281.7882353,10239588.63201062,43.96888370893769,-0.021850226380558536,487714402.3686269,12781436.386970412,38.15802759585067,-0.028349207560973165
UGA,111250861.18431404,1987535.4235735037,55.97427842784797,129028850.79215726,2563811.5295720133,50.326964093845284,-0.021270254494381823,149935969.72549036,3200682.5051099956,46.8449993044023,-0.01433934688073828,171373711.52156848,3933960.0764710703,43.56264633862222,-0.014528843351884735,179368794.50980395,4654691.815477732,38.53505272107785,-0.024526352086179946
